Deal Unique Id,From Currency ISO Code,To Currency ISO Code,Deal timestamp,Deal Amount
126,INR,Dollar,1-10-2017,126
127,INR,Dollar,1-10-2017,127
128,INR,Dollar,1-10-2017,128
129,INR,Dollar,1-10-2017,129
130,INR,Dollar,1-10-2017,130
131,INR,Dollar,1-10-2017,131
132,INR,Dollar,1-10-2017,132
133,INR,Dollar,1-10-2017,133
134,INR,Dollar,1-10-2017,134
135,INR,Dollar,1-10-2017,135
136,INR,Dollar,1-10-2017,136
137,INR,Dollar,1-10-2017,137
138,INR,Dollar,1-10-2017,138
139,INR,Dollar,1-10-2017,139
140,INR,Dollar,1-10-2017,140
141,INR,Dollar,1-10-2017,141
142,INR,Dollar,1-10-2017,142
143,INR,Dollar,1-10-2017,143
144,INR,Dollar,1-10-2017,144
145,INR,Dollar,1-10-2017,145
146,INR,Dollar,1-10-2017,146
147,INR,Dollar,1-10-2017,147
148,INR,Dollar,1-10-2017,148
149,INR,Dollar,1-10-2017,149
150,INR,Dollar,1-10-2017,150
151,INR,Dollar,1-10-2017,151
152,INR,Dollar,1-10-2017,152
153,INR,Dollar,1-10-2017,153
154,INR,Dollar,1-10-2017,154
155,INR,Dollar,1-10-2017,155
156,INR,Dollar,1-10-2017,156
157,INR,Dollar,1-10-2017,157
158,INR,Dollar,1-10-2017,158
159,INR,Dollar,1-10-2017,159
160,INR,Dollar,1-10-2017,160
161,INR,Dollar,1-10-2017,161
162,INR,Dollar,1-10-2017,162
163,INR,Dollar,1-10-2017,163
164,INR,Dollar,1-10-2017,164
165,INR,Dollar,1-10-2017,165
166,INR,Dollar,1-10-2017,166
167,INR,Dollar,1-10-2017,167
168,INR,Dollar,1-10-2017,168
169,INR,Dollar,1-10-2017,169
170,INR,Dollar,1-10-2017,170
171,INR,Dollar,1-10-2017,171
172,INR,Dollar,1-10-2017,172
173,INR,Dollar,1-10-2017,173
174,INR,Dollar,1-10-2017,174
175,INR,Dollar,1-10-2017,175
176,INR,Dollar,1-10-2017,176
177,INR,Dollar,1-10-2017,177
178,INR,Dollar,1-10-2017,178
179,INR,Dollar,1-10-2017,179
180,INR,Dollar,1-10-2017,180
181,INR,Dollar,1-10-2017,181
182,INR,Dollar,1-10-2017,182
183,INR,Dollar,1-10-2017,183
184,INR,Dollar,1-10-2017,184
185,INR,Dollar,1-10-2017,185
186,INR,Dollar,1-10-2017,186
187,INR,Dollar,1-10-2017,187
188,INR,Dollar,1-10-2017,188
189,INR,Dollar,1-10-2017,189
190,INR,Dollar,1-10-2017,190
191,INR,Dollar,1-10-2017,191
192,INR,Dollar,1-10-2017,192
193,INR,Dollar,1-10-2017,193
194,INR,Dollar,1-10-2017,194
195,INR,Dollar,1-10-2017,195
196,INR,Dollar,1-10-2017,196
197,INR,Dollar,1-10-2017,197
198,INR,Dollar,1-10-2017,198
199,INR,Dollar,1-10-2017,199
200,INR,Dollar,1-10-2017,200
201,INR,Dollar,1-10-2017,201
202,INR,Dollar,1-10-2017,202
203,INR,Dollar,1-10-2017,203
204,INR,Dollar,1-10-2017,204
205,INR,Dollar,1-10-2017,205
206,INR,Dollar,1-10-2017,206
207,INR,Dollar,1-10-2017,207
208,INR,Dollar,1-10-2017,208
209,INR,Dollar,1-10-2017,209
210,INR,Dollar,1-10-2017,210
211,INR,Dollar,1-10-2017,211
212,INR,Dollar,1-10-2017,212
213,INR,Dollar,1-10-2017,213
214,INR,Dollar,1-10-2017,214
215,INR,Dollar,1-10-2017,215
216,INR,Dollar,1-10-2017,216
217,INR,Dollar,1-10-2017,217
218,INR,Dollar,1-10-2017,218
219,INR,Dollar,1-10-2017,219
220,INR,Dollar,1-10-2017,220
221,INR,Dollar,1-10-2017,221
222,INR,Dollar,1-10-2017,222
223,INR,Dollar,1-10-2017,223
224,INR,Dollar,1-10-2017,224
225,INR,Dollar,1-10-2017,225
226,INR,Dollar,1-10-2017,226
227,INR,Dollar,1-10-2017,227
228,INR,Dollar,1-10-2017,228
229,INR,Dollar,1-10-2017,229
230,INR,Dollar,1-10-2017,230
231,INR,Dollar,1-10-2017,231
232,INR,Dollar,1-10-2017,232
233,INR,Dollar,1-10-2017,233
234,INR,Dollar,1-10-2017,234
235,INR,Dollar,1-10-2017,235
236,INR,Dollar,1-10-2017,236
237,INR,Dollar,1-10-2017,237
238,INR,Dollar,1-10-2017,238
239,INR,Dollar,1-10-2017,239
240,INR,Dollar,1-10-2017,240
241,INR,Dollar,1-10-2017,241
242,INR,Dollar,1-10-2017,242
243,INR,Dollar,1-10-2017,243
244,INR,Dollar,1-10-2017,244
245,INR,Dollar,1-10-2017,245
246,INR,Dollar,1-10-2017,246
247,INR,Dollar,1-10-2017,247
248,INR,Dollar,1-10-2017,248
249,INR,Dollar,1-10-2017,249
250,INR,Dollar,1-10-2017,250
251,INR,Dollar,1-10-2017,251
252,INR,Dollar,1-10-2017,252
253,INR,Dollar,1-10-2017,253
254,INR,Dollar,1-10-2017,254
255,INR,Dollar,1-10-2017,255
256,INR,Dollar,1-10-2017,256
257,INR,Dollar,1-10-2017,257
258,INR,Dollar,1-10-2017,258
259,INR,Dollar,1-10-2017,259
260,INR,Dollar,1-10-2017,260
261,INR,Dollar,1-10-2017,261
262,INR,Dollar,1-10-2017,262
263,INR,Dollar,1-10-2017,263
264,INR,Dollar,1-10-2017,264
265,INR,Dollar,1-10-2017,265
266,INR,Dollar,1-10-2017,266
267,INR,Dollar,1-10-2017,267
268,INR,Dollar,1-10-2017,268
269,INR,Dollar,1-10-2017,269
270,INR,Dollar,1-10-2017,270
271,INR,Dollar,1-10-2017,271
272,INR,Dollar,1-10-2017,272
273,INR,Dollar,1-10-2017,273
274,INR,Dollar,1-10-2017,274
275,INR,Dollar,1-10-2017,275
276,INR,Dollar,1-10-2017,276
277,INR,Dollar,1-10-2017,277
278,INR,Dollar,1-10-2017,278
279,INR,Dollar,1-10-2017,279
280,INR,Dollar,1-10-2017,280
281,INR,Dollar,1-10-2017,281
282,INR,Dollar,1-10-2017,282
283,INR,Dollar,1-10-2017,283
284,INR,Dollar,1-10-2017,284
285,INR,Dollar,1-10-2017,285
286,INR,Dollar,1-10-2017,286
287,INR,Dollar,1-10-2017,287
288,INR,Dollar,1-10-2017,288
289,INR,Dollar,1-10-2017,289
290,INR,Dollar,1-10-2017,290
291,INR,Dollar,1-10-2017,291
292,INR,Dollar,1-10-2017,292
293,INR,Dollar,1-10-2017,293
294,INR,Dollar,1-10-2017,294
295,INR,Dollar,1-10-2017,295
296,INR,Dollar,1-10-2017,296
297,INR,Dollar,1-10-2017,297
298,INR,Dollar,1-10-2017,298
299,INR,Dollar,1-10-2017,299
300,INR,Dollar,1-10-2017,300
301,INR,Dollar,1-10-2017,301
302,INR,Dollar,1-10-2017,302
303,INR,Dollar,1-10-2017,303
304,INR,Dollar,1-10-2017,304
305,INR,Dollar,1-10-2017,305
306,INR,Dollar,1-10-2017,306
307,INR,Dollar,1-10-2017,307
308,INR,Dollar,1-10-2017,308
309,INR,Dollar,1-10-2017,309
310,INR,Dollar,1-10-2017,310
311,INR,Dollar,1-10-2017,311
312,INR,Dollar,1-10-2017,312
313,INR,Dollar,1-10-2017,313
314,INR,Dollar,1-10-2017,314
315,INR,Dollar,1-10-2017,315
316,INR,Dollar,1-10-2017,316
317,INR,Dollar,1-10-2017,317
318,INR,Dollar,1-10-2017,318
319,INR,Dollar,1-10-2017,319
320,INR,Dollar,1-10-2017,320
321,INR,Dollar,1-10-2017,321
322,INR,Dollar,1-10-2017,322
323,INR,Dollar,1-10-2017,323
324,INR,Dollar,1-10-2017,324
325,INR,Dollar,1-10-2017,325
326,INR,Dollar,1-10-2017,326
327,INR,Dollar,1-10-2017,327
328,INR,Dollar,1-10-2017,328
329,INR,Dollar,1-10-2017,329
330,INR,Dollar,1-10-2017,330
331,INR,Dollar,1-10-2017,331
332,INR,Dollar,1-10-2017,332
333,INR,Dollar,1-10-2017,333
334,INR,Dollar,1-10-2017,334
335,INR,Dollar,1-10-2017,335
336,INR,Dollar,1-10-2017,336
337,INR,Dollar,1-10-2017,337
338,INR,Dollar,1-10-2017,338
339,INR,Dollar,1-10-2017,339
340,INR,Dollar,1-10-2017,340
341,INR,Dollar,1-10-2017,341
342,INR,Dollar,1-10-2017,342
343,INR,Dollar,1-10-2017,343
344,INR,Dollar,1-10-2017,344
345,INR,Dollar,1-10-2017,345
346,INR,Dollar,1-10-2017,346
347,INR,Dollar,1-10-2017,347
348,INR,Dollar,1-10-2017,348
349,INR,Dollar,1-10-2017,349
350,INR,Dollar,1-10-2017,350
351,INR,Dollar,1-10-2017,351
352,INR,Dollar,1-10-2017,352
353,INR,Dollar,1-10-2017,353
354,INR,Dollar,1-10-2017,354
355,INR,Dollar,1-10-2017,355
356,INR,Dollar,1-10-2017,356
357,INR,Dollar,1-10-2017,357
358,INR,Dollar,1-10-2017,358
359,INR,Dollar,1-10-2017,359
360,INR,Dollar,1-10-2017,360
361,INR,Dollar,1-10-2017,361
362,INR,Dollar,1-10-2017,362
363,INR,Dollar,1-10-2017,363
364,INR,Dollar,1-10-2017,364
365,INR,Dollar,1-10-2017,365
366,INR,Dollar,1-10-2017,366
367,INR,Dollar,1-10-2017,367
368,INR,Dollar,1-10-2017,368
369,INR,Dollar,1-10-2017,369
370,INR,Dollar,1-10-2017,370
371,INR,Dollar,1-10-2017,371
372,INR,Dollar,1-10-2017,372
373,INR,Dollar,1-10-2017,373
374,INR,Dollar,1-10-2017,374
375,INR,Dollar,1-10-2017,375
376,INR,Dollar,1-10-2017,376
377,INR,Dollar,1-10-2017,377
378,INR,Dollar,1-10-2017,378
379,INR,Dollar,1-10-2017,379
380,INR,Dollar,1-10-2017,380
381,INR,Dollar,1-10-2017,381
382,INR,Dollar,1-10-2017,382
383,INR,Dollar,1-10-2017,383
384,INR,Dollar,1-10-2017,384
385,INR,Dollar,1-10-2017,385
386,INR,Dollar,1-10-2017,386
387,INR,Dollar,1-10-2017,387
388,INR,Dollar,1-10-2017,388
389,INR,Dollar,1-10-2017,389
390,INR,Dollar,1-10-2017,390
391,INR,Dollar,1-10-2017,391
392,INR,Dollar,1-10-2017,392
393,INR,Dollar,1-10-2017,393
394,INR,Dollar,1-10-2017,394
395,INR,Dollar,1-10-2017,395
396,INR,Dollar,1-10-2017,396
397,INR,Dollar,1-10-2017,397
398,INR,Dollar,1-10-2017,398
399,INR,Dollar,1-10-2017,399
400,INR,Dollar,1-10-2017,400
401,INR,Dollar,1-10-2017,401
402,INR,Dollar,1-10-2017,402
403,INR,Dollar,1-10-2017,403
404,INR,Dollar,1-10-2017,404
405,INR,Dollar,1-10-2017,405
406,INR,Dollar,1-10-2017,406
407,INR,Dollar,1-10-2017,407
408,INR,Dollar,1-10-2017,408
409,INR,Dollar,1-10-2017,409
410,INR,Dollar,1-10-2017,410
411,INR,Dollar,1-10-2017,411
412,INR,Dollar,1-10-2017,412
413,INR,Dollar,1-10-2017,413
414,INR,Dollar,1-10-2017,414
415,INR,Dollar,1-10-2017,415
416,INR,Dollar,1-10-2017,416
417,INR,Dollar,1-10-2017,417
418,INR,Dollar,1-10-2017,418
419,INR,Dollar,1-10-2017,419
420,INR,Dollar,1-10-2017,420
421,INR,Dollar,1-10-2017,421
422,INR,Dollar,1-10-2017,422
423,INR,Dollar,1-10-2017,423
424,INR,Dollar,1-10-2017,424
425,INR,Dollar,1-10-2017,425
426,INR,Dollar,1-10-2017,426
427,INR,Dollar,1-10-2017,427
428,INR,Dollar,1-10-2017,428
429,INR,Dollar,1-10-2017,429
430,INR,Dollar,1-10-2017,430
431,INR,Dollar,1-10-2017,431
432,INR,Dollar,1-10-2017,432
433,INR,Dollar,1-10-2017,433
434,INR,Dollar,1-10-2017,434
435,INR,Dollar,1-10-2017,435
436,INR,Dollar,1-10-2017,436
437,INR,Dollar,1-10-2017,437
438,INR,Dollar,1-10-2017,438
439,INR,Dollar,1-10-2017,439
440,INR,Dollar,1-10-2017,440
441,INR,Dollar,1-10-2017,441
442,INR,Dollar,1-10-2017,442
443,INR,Dollar,1-10-2017,443
444,INR,Dollar,1-10-2017,444
445,INR,Dollar,1-10-2017,445
446,INR,Dollar,1-10-2017,446
447,INR,Dollar,1-10-2017,447
448,INR,Dollar,1-10-2017,448
449,INR,Dollar,1-10-2017,449
450,INR,Dollar,1-10-2017,450
451,INR,Dollar,1-10-2017,451
452,INR,Dollar,1-10-2017,452
453,INR,Dollar,1-10-2017,453
454,INR,Dollar,1-10-2017,454
455,INR,Dollar,1-10-2017,455
456,INR,Dollar,1-10-2017,456
457,INR,Dollar,1-10-2017,457
458,INR,Dollar,1-10-2017,458
459,INR,Dollar,1-10-2017,459
460,INR,Dollar,1-10-2017,460
461,INR,Dollar,1-10-2017,461
462,INR,Dollar,1-10-2017,462
463,INR,Dollar,1-10-2017,463
464,INR,Dollar,1-10-2017,464
465,INR,Dollar,1-10-2017,465
466,INR,Dollar,1-10-2017,466
467,INR,Dollar,1-10-2017,467
468,INR,Dollar,1-10-2017,468
469,INR,Dollar,1-10-2017,469
470,INR,Dollar,1-10-2017,470
471,INR,Dollar,1-10-2017,471
472,INR,Dollar,1-10-2017,472
473,INR,Dollar,1-10-2017,473
474,INR,Dollar,1-10-2017,474
475,INR,Dollar,1-10-2017,475
476,INR,Dollar,1-10-2017,476
477,INR,Dollar,1-10-2017,477
478,INR,Dollar,1-10-2017,478
479,INR,Dollar,1-10-2017,479
480,INR,Dollar,1-10-2017,480
481,INR,Dollar,1-10-2017,481
482,INR,Dollar,1-10-2017,482
483,INR,Dollar,1-10-2017,483
484,INR,Dollar,1-10-2017,484
485,INR,Dollar,1-10-2017,485
486,INR,Dollar,1-10-2017,486
487,INR,Dollar,1-10-2017,487
488,INR,Dollar,1-10-2017,488
489,INR,Dollar,1-10-2017,489
490,INR,Dollar,1-10-2017,490
491,INR,Dollar,1-10-2017,491
492,INR,Dollar,1-10-2017,492
493,INR,Dollar,1-10-2017,493
494,INR,Dollar,1-10-2017,494
495,INR,Dollar,1-10-2017,495
496,INR,Dollar,1-10-2017,496
497,INR,Dollar,1-10-2017,497
498,INR,Dollar,1-10-2017,498
499,INR,Dollar,1-10-2017,499
500,INR,Dollar,1-10-2017,500
501,INR,Dollar,1-10-2017,501
502,INR,Dollar,1-10-2017,502
503,INR,Dollar,1-10-2017,503
504,INR,Dollar,1-10-2017,504
505,INR,Dollar,1-10-2017,505
506,INR,Dollar,1-10-2017,506
507,INR,Dollar,1-10-2017,507
508,INR,Dollar,1-10-2017,508
509,INR,Dollar,1-10-2017,509
510,INR,Dollar,1-10-2017,510
511,INR,Dollar,1-10-2017,511
512,INR,Dollar,1-10-2017,512
513,INR,Dollar,1-10-2017,513
514,INR,Dollar,1-10-2017,514
515,INR,Dollar,1-10-2017,515
516,INR,Dollar,1-10-2017,516
517,INR,Dollar,1-10-2017,517
518,INR,Dollar,1-10-2017,518
519,INR,Dollar,1-10-2017,519
520,INR,Dollar,1-10-2017,520
521,INR,Dollar,1-10-2017,521
522,INR,Dollar,1-10-2017,522
523,INR,Dollar,1-10-2017,523
524,INR,Dollar,1-10-2017,524
525,INR,Dollar,1-10-2017,525
526,INR,Dollar,1-10-2017,526
527,INR,Dollar,1-10-2017,527
528,INR,Dollar,1-10-2017,528
529,INR,Dollar,1-10-2017,529
530,INR,Dollar,1-10-2017,530
531,INR,Dollar,1-10-2017,531
532,INR,Dollar,1-10-2017,532
533,INR,Dollar,1-10-2017,533
534,INR,Dollar,1-10-2017,534
535,INR,Dollar,1-10-2017,535
536,INR,Dollar,1-10-2017,536
537,INR,Dollar,1-10-2017,537
538,INR,Dollar,1-10-2017,538
539,INR,Dollar,1-10-2017,539
540,INR,Dollar,1-10-2017,540
541,INR,Dollar,1-10-2017,541
542,INR,Dollar,1-10-2017,542
543,INR,Dollar,1-10-2017,543
544,INR,Dollar,1-10-2017,544
545,INR,Dollar,1-10-2017,545
546,INR,Dollar,1-10-2017,546
547,INR,Dollar,1-10-2017,547
548,INR,Dollar,1-10-2017,548
549,INR,Dollar,1-10-2017,549
550,INR,Dollar,1-10-2017,550
551,INR,Dollar,1-10-2017,551
552,INR,Dollar,1-10-2017,552
553,INR,Dollar,1-10-2017,553
554,INR,Dollar,1-10-2017,554
555,INR,Dollar,1-10-2017,555
556,INR,Dollar,1-10-2017,556
557,INR,Dollar,1-10-2017,557
558,INR,Dollar,1-10-2017,558
559,INR,Dollar,1-10-2017,559
560,INR,Dollar,1-10-2017,560
561,INR,Dollar,1-10-2017,561
562,INR,Dollar,1-10-2017,562
563,INR,Dollar,1-10-2017,563
564,INR,Dollar,1-10-2017,564
565,INR,Dollar,1-10-2017,565
566,INR,Dollar,1-10-2017,566
567,INR,Dollar,1-10-2017,567
568,INR,Dollar,1-10-2017,568
569,INR,Dollar,1-10-2017,569
570,INR,Dollar,1-10-2017,570
571,INR,Dollar,1-10-2017,571
572,INR,Dollar,1-10-2017,572
573,INR,Dollar,1-10-2017,573
574,INR,Dollar,1-10-2017,574
575,INR,Dollar,1-10-2017,575
576,INR,Dollar,1-10-2017,576
577,INR,Dollar,1-10-2017,577
578,INR,Dollar,1-10-2017,578
579,INR,Dollar,1-10-2017,579
580,INR,Dollar,1-10-2017,580
581,INR,Dollar,1-10-2017,581
582,INR,Dollar,1-10-2017,582
583,INR,Dollar,1-10-2017,583
584,INR,Dollar,1-10-2017,584
585,INR,Dollar,1-10-2017,585
586,INR,Dollar,1-10-2017,586
587,INR,Dollar,1-10-2017,587
588,INR,Dollar,1-10-2017,588
589,INR,Dollar,1-10-2017,589
590,INR,Dollar,1-10-2017,590
591,INR,Dollar,1-10-2017,591
592,INR,Dollar,1-10-2017,592
593,INR,Dollar,1-10-2017,593
594,INR,Dollar,1-10-2017,594
595,INR,Dollar,1-10-2017,595
596,INR,Dollar,1-10-2017,596
597,INR,Dollar,1-10-2017,597
598,INR,Dollar,1-10-2017,598
599,INR,Dollar,1-10-2017,599
600,INR,Dollar,1-10-2017,600
601,INR,Dollar,1-10-2017,601
602,INR,Dollar,1-10-2017,602
603,INR,Dollar,1-10-2017,603
604,INR,Dollar,1-10-2017,604
605,INR,Dollar,1-10-2017,605
606,INR,Dollar,1-10-2017,606
607,INR,Dollar,1-10-2017,607
608,INR,Dollar,1-10-2017,608
609,INR,Dollar,1-10-2017,609
610,INR,Dollar,1-10-2017,610
611,INR,Dollar,1-10-2017,611
612,INR,Dollar,1-10-2017,612
613,INR,Dollar,1-10-2017,613
614,INR,Dollar,1-10-2017,614
615,INR,Dollar,1-10-2017,615
616,INR,Dollar,1-10-2017,616
617,INR,Dollar,1-10-2017,617
618,INR,Dollar,1-10-2017,618
619,INR,Dollar,1-10-2017,619
620,INR,Dollar,1-10-2017,620
621,INR,Dollar,1-10-2017,621
622,INR,Dollar,1-10-2017,622
623,INR,Dollar,1-10-2017,623
624,INR,Dollar,1-10-2017,624
625,INR,Dollar,1-10-2017,625
626,INR,Dollar,1-10-2017,626
627,INR,Dollar,1-10-2017,627
628,INR,Dollar,1-10-2017,628
629,INR,Dollar,1-10-2017,629
630,INR,Dollar,1-10-2017,630
631,INR,Dollar,1-10-2017,631
632,INR,Dollar,1-10-2017,632
633,INR,Dollar,1-10-2017,633
634,INR,Dollar,1-10-2017,634
635,INR,Dollar,1-10-2017,635
636,INR,Dollar,1-10-2017,636
637,INR,Dollar,1-10-2017,637
638,INR,Dollar,1-10-2017,638
639,INR,Dollar,1-10-2017,639
640,INR,Dollar,1-10-2017,640
641,INR,Dollar,1-10-2017,641
642,INR,Dollar,1-10-2017,642
643,INR,Dollar,1-10-2017,643
644,INR,Dollar,1-10-2017,644
645,INR,Dollar,1-10-2017,645
646,INR,Dollar,1-10-2017,646
647,INR,Dollar,1-10-2017,647
648,INR,Dollar,1-10-2017,648
649,INR,Dollar,1-10-2017,649
650,INR,Dollar,1-10-2017,650
651,INR,Dollar,1-10-2017,651
652,INR,Dollar,1-10-2017,652
653,INR,Dollar,1-10-2017,653
654,INR,Dollar,1-10-2017,654
655,INR,Dollar,1-10-2017,655
656,INR,Dollar,1-10-2017,656
657,INR,Dollar,1-10-2017,657
658,INR,Dollar,1-10-2017,658
659,INR,Dollar,1-10-2017,659
660,INR,Dollar,1-10-2017,660
661,INR,Dollar,1-10-2017,661
662,INR,Dollar,1-10-2017,662
663,INR,Dollar,1-10-2017,663
664,INR,Dollar,1-10-2017,664
665,INR,Dollar,1-10-2017,665
666,INR,Dollar,1-10-2017,666
667,INR,Dollar,1-10-2017,667
668,INR,Dollar,1-10-2017,668
669,INR,Dollar,1-10-2017,669
670,INR,Dollar,1-10-2017,670
671,INR,Dollar,1-10-2017,671
672,INR,Dollar,1-10-2017,672
673,INR,Dollar,1-10-2017,673
674,INR,Dollar,1-10-2017,674
675,INR,Dollar,1-10-2017,675
676,INR,Dollar,1-10-2017,676
677,INR,Dollar,1-10-2017,677
678,INR,Dollar,1-10-2017,678
679,INR,Dollar,1-10-2017,679
680,INR,Dollar,1-10-2017,680
681,INR,Dollar,1-10-2017,681
682,INR,Dollar,1-10-2017,682
683,INR,Dollar,1-10-2017,683
684,INR,Dollar,1-10-2017,684
685,INR,Dollar,1-10-2017,685
686,INR,Dollar,1-10-2017,686
687,INR,Dollar,1-10-2017,687
688,INR,Dollar,1-10-2017,688
689,INR,Dollar,1-10-2017,689
690,INR,Dollar,1-10-2017,690
691,INR,Dollar,1-10-2017,691
692,INR,Dollar,1-10-2017,692
693,INR,Dollar,1-10-2017,693
694,INR,Dollar,1-10-2017,694
695,INR,Dollar,1-10-2017,695
696,INR,Dollar,1-10-2017,696
697,INR,Dollar,1-10-2017,697
698,INR,Dollar,1-10-2017,698
699,INR,Dollar,1-10-2017,699
700,INR,Dollar,1-10-2017,700
701,INR,Dollar,1-10-2017,701
702,INR,Dollar,1-10-2017,702
703,INR,Dollar,1-10-2017,703
704,INR,Dollar,1-10-2017,704
705,INR,Dollar,1-10-2017,705
706,INR,Dollar,1-10-2017,706
707,INR,Dollar,1-10-2017,707
708,INR,Dollar,1-10-2017,708
709,INR,Dollar,1-10-2017,709
710,INR,Dollar,1-10-2017,710
711,INR,Dollar,1-10-2017,711
712,INR,Dollar,1-10-2017,712
713,INR,Dollar,1-10-2017,713
714,INR,Dollar,1-10-2017,714
715,INR,Dollar,1-10-2017,715
716,INR,Dollar,1-10-2017,716
717,INR,Dollar,1-10-2017,717
718,INR,Dollar,1-10-2017,718
719,INR,Dollar,1-10-2017,719
720,INR,Dollar,1-10-2017,720
721,INR,Dollar,1-10-2017,721
722,INR,Dollar,1-10-2017,722
723,INR,Dollar,1-10-2017,723
724,INR,Dollar,1-10-2017,724
725,INR,Dollar,1-10-2017,725
726,INR,Dollar,1-10-2017,726
727,INR,Dollar,1-10-2017,727
728,INR,Dollar,1-10-2017,728
729,INR,Dollar,1-10-2017,729
730,INR,Dollar,1-10-2017,730
731,INR,Dollar,1-10-2017,731
732,INR,Dollar,1-10-2017,732
